severity,chain,name,kind,detail
warning,Joe's Crab Shack,"Corona Light, 12 oz",atwater,"100 ккал, макросы объясняют только 32 (68%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Coronita Rita,atwater,"230 ккал, макросы объясняют только 80 (65%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,Crab Nachos,atwater,макросы дают 2335 ккал против заявленных 1810 (+29%)
error,Joe's Crab Shack,Crab Stuffed Mushrooms,atwater,макросы дают 706 ккал против заявленных 530 (+33%)
error,Joe's Crab Shack,Crazy Good Crab Dip,atwater,макросы дают 1468 ккал против заявленных 990 (+48%)
error,Joe's Crab Shack,"Crazy Good Crab Dip, 4 oz",atwater,макросы дают 736 ккал против заявленных 500 (+47%)
warning,Joe's Crab Shack,"Dos Equis Lager, 12 oz,",atwater,"140 ккал, макросы объясняют только 52 (63%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,East Coast Platter,portion,3330 ккал — вероятно целая порция на компанию
warning,Joe's Crab Shack,"Heineken, 12 oz",atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,House Cabernet Sauvignon,atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,House Chardonnay,atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Joes Patron Rita,atwater,"220 ккал, макросы объясняют только 92 (58%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Kendall Jackson Chardonnay, 8 oz Wine",atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Kickin Mango Coronita Rita,atwater,"280 ккал, макросы объясняют только 128 (54%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"La Crema Pinot Noir, 8 oz",atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Mason Jar Bloody Mary,atwater,"160 ккал, макросы объясняют только 65 (59%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Mason Jar Margarita,atwater,"250 ккал, макросы объясняют только 100 (60%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Michelob Ultra, 12 oz",atwater,"90 ккал, макросы объясняют только 16 (82%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Miller Light, 12 oz",atwater,"100 ккал, макросы объясняют только 16 (84%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Miller Lite, 16 oz",atwater,"130 ккал, макросы объясняют только 20 (85%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Miller Lite, 22 oz",atwater,"180 ккал, макросы объясняют только 32 (82%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Mirassou Moscato, 8 oz",atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Modelo Especial, 12 oz",atwater,"150 ккал, макросы объясняют только 8 (95%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Murphy Goode Cabernet Sauvignon, 8 oz",atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Patio Punch,atwater,"430 ккал, макросы объясняют только 256 (40%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Popcorn Shrimp,portion,2310 ккал — вероятно целая порция на компанию
warning,Joe's Crab Shack,"Raspberry Liqueur, Shooter",atwater,"80 ккал, макросы объясняют только 32 (60%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Sam Adams, 16 oz",atwater,макросы дают 1008 ккал против заявленных 230 (+338%)
warning,Joe's Crab Shack,"Sam Adams, 22 oz",atwater,"320 ккал, макросы объясняют только 148 (54%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Seafood Gumbo, Bowl",atwater,макросы дают 464 ккал против заявленных 250 (+86%)
error,Joe's Crab Shack,"Seafood Gumbo, Cup",atwater,макросы дают 265 ккал против заявленных 160 (+66%)
warning,Joe's Crab Shack,Shark Bite,atwater,"290 ккал, макросы объясняют только 100 (66%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Shrimp & Fish,portion,2240 ккал — вероятно целая порция на компанию
warning,Joe's Crab Shack,Shrimp Sampler,portion,2800 ккал — вероятно целая порция на компанию
warning,Joe's Crab Shack,Southern Spiked Tea,atwater,"210 ккал, макросы объясняют только 108 (49%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Spiked Lemonade,atwater,"200 ккал, макросы объясняют только 104 (48%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Strawberry Peach Sangria,atwater,"300 ккал, макросы объясняют только 188 (37%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Sweet Potato Fries,atwater,"840 ккал, макросы объясняют только 461 (45%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,TKO Punch,atwater,"340 ккал, макросы объясняют только 168 (51%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Voodoo Chicken Bites,portion,2100 ккал — вероятно целая порция на компанию
warning,Joe's Crab Shack,Watermelon Sangria,atwater,"270 ккал, макросы объясняют только 180 (33%) — алкоголь или потерянный макрос"
error,KFC,Kentucky Grilled Chicken Thigh,atwater,макросы дают 217 ккал против заявленных 150 (+45%)
warning,Krystal,24 Bone In Wings,portion,2340 ккал — вероятно целая порция на компанию
warning,Krystal,24 Boneless Wings w/ BBQ Sauce,portion,2160 ккал — вероятно целая порция на компанию
warning,Krystal,24 Krystals,portion,3080 ккал — вероятно целая порция на компанию
warning,Krystal,48 Bone In Wings,portion,4680 ккал — вероятно целая порция на компанию
warning,Krystal,48 Boneless Wings w/ BBQ Sauce,portion,4320 ккал — вероятно целая порция на компанию
warning,Krystal,48 Boneless Wings w/ Buffalo Sauce,portion,3880 ккал — вероятно целая порция на компанию
error,Krystal,48 Krystals,range,kcal=6150.0 выше потолка 5000
error,Krystal,48 Krystals,range,protein=301.0 выше потолка 250
error,Krystal,48 Krystals,range,carbs=743.0 выше потолка 500
warning,Krystal,48 Krystals,portion,6150 ккал — вероятно целая порция на компанию
